filename,classe,xmin,ymin,xmax,ymax,imagetteName
image_2019-06-14_15-46-54.jpg,corneille,709,305,722,317,image_2019-06-14_15-46-54_corneille_724.JPG
image_2019-06-14_15-46-54.jpg,ground,694,306,706,319,image_2019-06-14_15-46-54_ground_725.JPG
image_2019-06-14_15-46-54.jpg,corneille,762,313,774,324,image_2019-06-14_15-46-54_corneille_726.JPG
image_2019-06-14_15-46-54.jpg,ground,778,311,790,322,image_2019-06-14_15-46-54_ground_727.JPG
image_2019-06-14_15-47-11.jpg,corneille,755,293,774,308,image_2019-06-14_15-47-11_corneille_728.JPG
image_2019-06-14_15-47-11.jpg,corneille,858,287,875,304,image_2019-06-14_15-47-11_corneille_729.JPG
image_2019-06-14_15-47-11.jpg,ground,880,285,897,302,image_2019-06-14_15-47-11_ground_730.JPG
image_2019-06-14_15-47-11.jpg,ground,732,290,751,305,image_2019-06-14_15-47-11_ground_731.JPG
image_2019-06-14_15-47-28.jpg,corneille,828,283,841,293,image_2019-06-14_15-47-28_corneille_732.JPG
image_2019-06-14_15-47-28.jpg,ground,813,281,826,291,image_2019-06-14_15-47-28_ground_733.JPG
image_2019-06-14_15-47-28.jpg,corneille,853,279,867,290,image_2019-06-14_15-47-28_corneille_734.JPG
image_2019-06-14_15-47-28.jpg,ground,851,266,865,277,image_2019-06-14_15-47-28_ground_735.JPG
image_2019-06-14_15-47-28.jpg,corneille,868,289,875,300,image_2019-06-14_15-47-28_corneille_736.JPG
image_2019-06-14_15-47-28.jpg,ground,877,291,884,302,image_2019-06-14_15-47-28_ground_737.JPG
image_2019-06-14_16-17-47.jpg,corneille,617,274,624,281,image_2019-06-14_16-17-47_corneille_738.JPG
image_2019-06-14_16-17-47.jpg,ground,607,272,614,279,image_2019-06-14_16-17-47_ground_739.JPG
image_2019-06-14_16-43-23.jpg,faisan,2,412,24,445,image_2019-06-14_16-43-23_faisan_740.JPG
image_2019-06-14_16-43-23.jpg,ground,30,408,52,441,image_2019-06-14_16-43-23_ground_741.JPG
image_2019-06-14_16-43-40.jpg,faisan,3,413,27,443,image_2019-06-14_16-43-40_faisan_742.JPG
image_2019-06-14_16-43-40.jpg,ground,30,410,54,440,image_2019-06-14_16-43-40_ground_743.JPG
image_2019-06-14_16-43-57.jpg,faisan,4,414,24,442,image_2019-06-14_16-43-57_faisan_744.JPG
image_2019-06-14_16-43-57.jpg,ground,30,412,50,440,image_2019-06-14_16-43-57_ground_745.JPG
image_2019-06-14_16-44-13.jpg,faisan,41,408,71,438,image_2019-06-14_16-44-13_faisan_746.JPG
image_2019-06-14_16-44-13.jpg,ground,74,406,104,436,image_2019-06-14_16-44-13_ground_747.JPG
image_2019-06-14_16-44-30.jpg,faisan,11,401,26,419,image_2019-06-14_16-44-30_faisan_748.JPG
image_2019-06-14_16-44-30.jpg,ground,28,399,43,417,image_2019-06-14_16-44-30_ground_749.JPG
image_2019-06-14_16-44-47.jpg,faisan,28,385,44,412,image_2019-06-14_16-44-47_faisan_750.JPG
image_2019-06-14_16-44-47.jpg,ground,47,383,63,410,image_2019-06-14_16-44-47_ground_751.JPG
image_2019-06-14_16-45-03.jpg,faisan,27,387,42,410,image_2019-06-14_16-45-03_faisan_752.JPG
image_2019-06-14_16-45-03.jpg,ground,44,385,59,408,image_2019-06-14_16-45-03_ground_753.JPG
image_2019-06-14_16-45-20.jpg,faisan,25,386,44,413,image_2019-06-14_16-45-20_faisan_754.JPG
image_2019-06-14_16-45-20.jpg,ground,46,384,65,411,image_2019-06-14_16-45-20_ground_755.JPG
image_2019-06-14_16-45-37.jpg,faisan,26,385,43,408,image_2019-06-14_16-45-37_faisan_756.JPG
image_2019-06-14_16-45-37.jpg,ground,45,383,62,406,image_2019-06-14_16-45-37_ground_757.JPG
image_2019-06-14_16-45-53.jpg,faisan,28,387,41,410,image_2019-06-14_16-45-53_faisan_758.JPG
image_2019-06-14_16-45-53.jpg,ground,44,385,57,408,image_2019-06-14_16-45-53_ground_759.JPG
image_2019-06-14_16-45-53.jpg,faisan,243,379,256,408,image_2019-06-14_16-45-53_faisan_760.JPG
image_2019-06-14_16-45-53.jpg,ground,259,377,272,406,image_2019-06-14_16-45-53_ground_761.JPG
image_2019-06-14_16-46-10.jpg,faisan,26,386,44,410,image_2019-06-14_16-46-10_faisan_762.JPG
image_2019-06-14_16-46-10.jpg,ground,47,384,65,408,image_2019-06-14_16-46-10_ground_763.JPG
image_2019-06-14_16-46-10.jpg,faisan,236,392,244,398,image_2019-06-14_16-46-10_faisan_764.JPG
image_2019-06-14_16-46-10.jpg,ground,225,390,233,396,image_2019-06-14_16-46-10_ground_765.JPG
image_2019-06-14_16-46-27.jpg,faisan,28,386,43,410,image_2019-06-14_16-46-27_faisan_766.JPG
image_2019-06-14_16-46-27.jpg,ground,46,384,61,408,image_2019-06-14_16-46-27_ground_767.JPG
image_2019-06-14_16-46-27.jpg,faisan,303,377,313,397,image_2019-06-14_16-46-27_faisan_768.JPG
image_2019-06-14_16-46-27.jpg,ground,315,375,325,395,image_2019-06-14_16-46-27_ground_769.JPG
image_2019-06-14_16-46-44.jpg,faisan,28,387,42,409,image_2019-06-14_16-46-44_faisan_770.JPG
image_2019-06-14_16-46-44.jpg,ground,44,385,58,407,image_2019-06-14_16-46-44_ground_771.JPG
image_2019-06-14_16-46-44.jpg,faisan,565,443,612,478,image_2019-06-14_16-46-44_faisan_772.JPG
image_2019-06-14_16-46-44.jpg,ground,515,441,562,476,image_2019-06-14_16-46-44_ground_773.JPG
image_2019-06-14_16-47-00.jpg,faisan,27,387,45,409,image_2019-06-14_16-47-00_faisan_774.JPG
image_2019-06-14_16-47-00.jpg,ground,47,385,65,407,image_2019-06-14_16-47-00_ground_775.JPG
image_2019-06-14_16-47-00.jpg,faisan,192,395,204,412,image_2019-06-14_16-47-00_faisan_776.JPG
image_2019-06-14_16-47-00.jpg,ground,206,393,218,410,image_2019-06-14_16-47-00_ground_777.JPG
image_2019-06-14_16-47-17.jpg,autre,990,24,1000,35,image_2019-06-14_16-47-17_autre_778.JPG
image_2019-06-14_16-47-17.jpg,ciel,978,22,988,33,image_2019-06-14_16-47-17_ciel_779.JPG
image_2019-06-14_16-47-17.jpg,faisan,55,401,74,421,image_2019-06-14_16-47-17_faisan_780.JPG
image_2019-06-14_16-47-17.jpg,ground,77,399,96,419,image_2019-06-14_16-47-17_ground_781.JPG
image_2019-06-14_16-47-17.jpg,faisan,681,397,706,426,image_2019-06-14_16-47-17_faisan_782.JPG
image_2019-06-14_16-47-17.jpg,ground,708,395,733,424,image_2019-06-14_16-47-17_ground_783.JPG
image_2019-06-14_16-47-34.jpg,corneille,824,231,833,240,image_2019-06-14_16-47-34_corneille_784.JPG
image_2019-06-14_16-47-34.jpg,ground,813,229,822,238,image_2019-06-14_16-47-34_ground_785.JPG
image_2019-06-14_16-47-34.jpg,faisan,146,396,179,417,image_2019-06-14_16-47-34_faisan_786.JPG
image_2019-06-14_16-47-34.jpg,ground,183,394,216,415,image_2019-06-14_16-47-34_ground_787.JPG
image_2019-06-14_16-47-50.jpg,faisan,274,391,310,415,image_2019-06-14_16-47-50_faisan_788.JPG
image_2019-06-14_16-47-50.jpg,ground,312,389,348,413,image_2019-06-14_16-47-50_ground_789.JPG
image_2019-06-14_16-48-07.jpg,faisan,404,377,428,405,image_2019-06-14_16-48-07_faisan_790.JPG
image_2019-06-14_16-48-07.jpg,ground,377,375,401,403,image_2019-06-14_16-48-07_ground_791.JPG
image_2019-06-14_16-48-07.jpg,faisan,466,418,485,442,image_2019-06-14_16-48-07_faisan_792.JPG
image_2019-06-14_16-48-07.jpg,ground,487,416,506,440,image_2019-06-14_16-48-07_ground_793.JPG
image_2019-06-14_16-48-07.jpg,corneille,759,249,768,257,image_2019-06-14_16-48-07_corneille_794.JPG
image_2019-06-14_16-48-07.jpg,ground,771,247,780,255,image_2019-06-14_16-48-07_ground_795.JPG
image_2019-06-14_16-48-24.jpg,faisan,551,356,573,380,image_2019-06-14_16-48-24_faisan_796.JPG
image_2019-06-14_16-48-24.jpg,ground,574,354,596,378,image_2019-06-14_16-48-24_ground_797.JPG
image_2019-06-14_16-48-24.jpg,corneille,752,251,760,259,image_2019-06-14_16-48-24_corneille_798.JPG
image_2019-06-14_16-48-24.jpg,ground,742,249,750,257,image_2019-06-14_16-48-24_ground_799.JPG
image_2019-06-14_16-48-40.jpg,corneille,752,251,759,259,image_2019-06-14_16-48-40_corneille_800.JPG
image_2019-06-14_16-48-40.jpg,ground,742,249,749,257,image_2019-06-14_16-48-40_ground_801.JPG
image_2019-06-14_16-48-57.jpg,corneille,752,251,759,258,image_2019-06-14_16-48-57_corneille_802.JPG
image_2019-06-14_16-48-57.jpg,ground,743,249,750,256,image_2019-06-14_16-48-57_ground_803.JPG
image_2019-06-14_16-49-14.jpg,corneille,751,250,761,259,image_2019-06-14_16-49-14_corneille_804.JPG
image_2019-06-14_16-49-14.jpg,ground,739,248,749,257,image_2019-06-14_16-49-14_ground_805.JPG
image_2019-06-14_16-49-31.jpg,corneille,754,251,759,258,image_2019-06-14_16-49-31_corneille_806.JPG
image_2019-06-14_16-49-31.jpg,ground,747,249,752,256,image_2019-06-14_16-49-31_ground_807.JPG
image_2019-06-14_16-49-47.jpg,corneille,754,251,761,258,image_2019-06-14_16-49-47_corneille_808.JPG
image_2019-06-14_16-49-47.jpg,ground,745,249,752,256,image_2019-06-14_16-49-47_ground_809.JPG
image_2019-06-14_16-50-04.jpg,corneille,778,248,788,255,image_2019-06-14_16-50-04_corneille_810.JPG
image_2019-06-14_16-50-04.jpg,ground,766,246,776,253,image_2019-06-14_16-50-04_ground_811.JPG
image_2019-06-14_16-50-21.jpg,faisan,963,318,978,330,image_2019-06-14_16-50-21_faisan_812.JPG
image_2019-06-14_16-50-21.jpg,ground,946,316,961,328,image_2019-06-14_16-50-21_ground_813.JPG
image_2019-06-14_16-50-21.jpg,corneille,797,236,805,244,image_2019-06-14_16-50-21_corneille_814.JPG
image_2019-06-14_16-50-21.jpg,ground,787,234,795,242,image_2019-06-14_16-50-21_ground_815.JPG
image_2019-06-14_16-50-37.jpg,faisan,1059,311,1078,342,image_2019-06-14_16-50-37_faisan_816.JPG
image_2019-06-14_16-50-37.jpg,ground,1080,309,1099,340,image_2019-06-14_16-50-37_ground_817.JPG
image_2019-06-14_16-50-54.jpg,faisan,958,356,975,373,image_2019-06-14_16-50-54_faisan_818.JPG
image_2019-06-14_16-50-54.jpg,ground,938,354,955,371,image_2019-06-14_16-50-54_ground_819.JPG
image_2019-06-14_16-50-54.jpg,faisan,1043,321,1064,345,image_2019-06-14_16-50-54_faisan_820.JPG
image_2019-06-14_16-50-54.jpg,ground,1066,319,1087,343,image_2019-06-14_16-50-54_ground_821.JPG
image_2019-06-14_16-51-11.jpg,faisan,1018,363,1036,376,image_2019-06-14_16-51-11_faisan_822.JPG
image_2019-06-14_16-51-11.jpg,ground,997,361,1015,374,image_2019-06-14_16-51-11_ground_823.JPG
image_2019-06-14_16-51-11.jpg,faisan,1184,329,1209,352,image_2019-06-14_16-51-11_faisan_824.JPG
image_2019-06-14_16-51-11.jpg,ground,1157,327,1182,350,image_2019-06-14_16-51-11_ground_825.JPG
image_2019-06-14_16-51-27.jpg,faisan,1172,324,1231,355,image_2019-06-14_16-51-27_faisan_826.JPG
image_2019-06-14_16-51-27.jpg,ground,1170,291,1229,322,image_2019-06-14_16-51-27_ground_827.JPG
image_2019-06-14_16-51-27.jpg,faisan,1133,360,1168,392,image_2019-06-14_16-51-27_faisan_828.JPG
image_2019-06-14_16-51-27.jpg,ground,1096,358,1131,390,image_2019-06-14_16-51-27_ground_829.JPG
image_2019-06-14_16-51-44.jpg,faisan,1119,415,1147,446,image_2019-06-14_16-51-44_faisan_830.JPG
image_2019-06-14_16-51-44.jpg,ground,1089,413,1117,444,image_2019-06-14_16-51-44_ground_831.JPG
image_2019-06-14_16-51-44.jpg,faisan,1203,323,1246,354,image_2019-06-14_16-51-44_faisan_832.JPG
image_2019-06-14_16-51-44.jpg,ground,1158,321,1201,352,image_2019-06-14_16-51-44_ground_833.JPG
image_2019-06-14_17-15-56.jpg,corneille,847,247,856,257,image_2019-06-14_17-15-56_corneille_836.JPG
image_2019-06-14_17-15-56.jpg,ground,836,245,845,255,image_2019-06-14_17-15-56_ground_837.JPG
image_2019-06-14_17-16-13.jpg,corneille,848,248,857,257,image_2019-06-14_17-16-13_corneille_838.JPG
image_2019-06-14_17-16-13.jpg,ground,836,246,845,255,image_2019-06-14_17-16-13_ground_839.JPG
image_2019-06-14_17-16-30.jpg,corneille,849,250,858,257,image_2019-06-14_17-16-30_corneille_840.JPG
image_2019-06-14_17-16-30.jpg,ground,838,248,847,255,image_2019-06-14_17-16-30_ground_841.JPG
image_2019-06-14_17-16-46.jpg,corneille,892,244,901,253,image_2019-06-14_17-16-46_corneille_842.JPG
image_2019-06-14_17-16-46.jpg,ground,881,242,890,251,image_2019-06-14_17-16-46_ground_843.JPG
image_2019-06-14_17-17-03.jpg,corneille,924,243,933,252,image_2019-06-14_17-17-03_corneille_844.JPG
image_2019-06-14_17-17-03.jpg,ground,913,241,922,250,image_2019-06-14_17-17-03_ground_845.JPG
image_2019-06-14_17-41-49.jpg,lapin,349,354,375,375,image_2019-06-14_17-41-49_lapin_862.JPG
image_2019-06-14_17-41-49.jpg,ground,376,352,402,373,image_2019-06-14_17-41-49_ground_863.JPG
image_2019-06-14_17-42-39.jpg,lapin,187,362,202,378,image_2019-06-14_17-42-39_lapin_864.JPG
image_2019-06-14_17-42-39.jpg,ground,204,360,219,376,image_2019-06-14_17-42-39_ground_865.JPG
image_2019-06-14_17-52-23.jpg,lapin,235,348,247,363,image_2019-06-14_17-52-23_lapin_868.JPG
image_2019-06-14_17-52-23.jpg,ground,249,346,261,361,image_2019-06-14_17-52-23_ground_869.JPG
image_2019-06-14_17-53-30.jpg,lapin,246,356,260,376,image_2019-06-14_17-53-30_lapin_870.JPG
image_2019-06-14_17-53-30.jpg,ground,262,354,276,374,image_2019-06-14_17-53-30_ground_871.JPG
image_2019-06-14_17-53-47.jpg,lapin,244,358,260,379,image_2019-06-14_17-53-47_lapin_872.JPG
image_2019-06-14_17-53-47.jpg,ground,262,356,278,377,image_2019-06-14_17-53-47_ground_873.JPG
image_2019-06-14_17-54-03.jpg,lapin,218,358,232,380,image_2019-06-14_17-54-03_lapin_874.JPG
image_2019-06-14_17-54-03.jpg,ground,234,356,248,378,image_2019-06-14_17-54-03_ground_875.JPG
image_2019-06-14_17-54-20.jpg,lapin,223,357,236,377,image_2019-06-14_17-54-20_lapin_876.JPG
image_2019-06-14_17-54-20.jpg,ground,238,355,251,375,image_2019-06-14_17-54-20_ground_877.JPG
image_2019-06-14_17-54-37.jpg,lapin,222,356,235,378,image_2019-06-14_17-54-37_lapin_878.JPG
image_2019-06-14_17-54-37.jpg,ground,236,354,249,376,image_2019-06-14_17-54-37_ground_879.JPG
image_2019-06-14_17-54-53.jpg,lapin,223,358,236,381,image_2019-06-14_17-54-53_lapin_880.JPG
image_2019-06-14_17-54-53.jpg,ground,238,356,251,379,image_2019-06-14_17-54-53_ground_881.JPG
image_2019-06-14_17-55-10.jpg,lapin,219,355,241,378,image_2019-06-14_17-55-10_lapin_882.JPG
image_2019-06-14_17-55-10.jpg,ground,243,353,265,376,image_2019-06-14_17-55-10_ground_883.JPG
image_2019-06-14_18-09-55.jpg,lapin,9,398,28,424,image_2019-06-14_18-09-55_lapin_884.JPG
image_2019-06-14_18-09-55.jpg,ground,29,396,48,422,image_2019-06-14_18-09-55_ground_885.JPG
image_2019-06-14_18-10-12.jpg,lapin,9,400,32,423,image_2019-06-14_18-10-12_lapin_886.JPG
image_2019-06-14_18-10-12.jpg,ground,34,398,57,421,image_2019-06-14_18-10-12_ground_887.JPG
image_2019-06-14_18-10-29.jpg,lapin,15,401,31,424,image_2019-06-14_18-10-29_lapin_888.JPG
image_2019-06-14_18-10-29.jpg,ground,32,399,48,422,image_2019-06-14_18-10-29_ground_889.JPG
image_2019-06-14_18-11-02.jpg,lapin,321,381,336,398,image_2019-06-14_18-11-02_lapin_890.JPG
image_2019-06-14_18-11-02.jpg,ground,338,379,353,396,image_2019-06-14_18-11-02_ground_891.JPG
image_2019-06-14_18-11-19.jpg,lapin,319,382,339,401,image_2019-06-14_18-11-19_lapin_892.JPG
image_2019-06-14_18-11-19.jpg,ground,341,380,361,399,image_2019-06-14_18-11-19_ground_893.JPG
image_2019-06-14_18-11-35.jpg,lapin,318,378,337,400,image_2019-06-14_18-11-35_lapin_894.JPG
image_2019-06-14_18-11-35.jpg,ground,339,376,358,398,image_2019-06-14_18-11-35_ground_895.JPG
image_2019-06-14_18-11-52.jpg,lapin,305,374,336,404,image_2019-06-14_18-11-52_lapin_896.JPG
image_2019-06-14_18-11-52.jpg,ground,338,372,369,402,image_2019-06-14_18-11-52_ground_897.JPG
image_2019-06-14_18-12-09.jpg,lapin,314,376,336,404,image_2019-06-14_18-12-09_lapin_898.JPG
image_2019-06-14_18-12-09.jpg,ground,337,374,359,402,image_2019-06-14_18-12-09_ground_899.JPG
image_2019-06-14_18-12-25.jpg,lapin,313,375,337,401,image_2019-06-14_18-12-25_lapin_900.JPG
image_2019-06-14_18-12-25.jpg,ground,339,373,363,399,image_2019-06-14_18-12-25_ground_901.JPG
image_2019-06-14_18-14-22.jpg,corneille,533,290,549,299,image_2019-06-14_18-14-22_corneille_902.JPG
image_2019-06-14_18-14-22.jpg,ground,515,288,531,297,image_2019-06-14_18-14-22_ground_903.JPG
image_2019-06-14_18-14-39.jpg,corneille,545,288,554,298,image_2019-06-14_18-14-39_corneille_904.JPG
image_2019-06-14_18-14-39.jpg,ground,534,286,543,296,image_2019-06-14_18-14-39_ground_905.JPG
image_2019-06-14_18-14-55.jpg,corneille,506,296,516,304,image_2019-06-14_18-14-55_corneille_906.JPG
image_2019-06-14_18-14-55.jpg,ground,494,294,504,302,image_2019-06-14_18-14-55_ground_907.JPG
image_2019-06-14_18-14-55.jpg,corneille,520,293,527,300,image_2019-06-14_18-14-55_corneille_908.JPG
image_2019-06-14_18-14-55.jpg,ground,529,291,536,298,image_2019-06-14_18-14-55_ground_909.JPG
image_2019-06-14_18-15-29.jpg,corneille,495,297,503,304,image_2019-06-14_18-15-29_corneille_910.JPG
image_2019-06-14_18-15-29.jpg,ground,485,295,493,302,image_2019-06-14_18-15-29_ground_911.JPG
image_2019-06-14_18-15-29.jpg,corneille,523,302,529,310,image_2019-06-14_18-15-29_corneille_912.JPG
image_2019-06-14_18-15-29.jpg,ground,531,299,537,307,image_2019-06-14_18-15-29_ground_913.JPG
image_2019-06-14_18-16-19.jpg,lapin,285,453,313,496,image_2019-06-14_18-16-19_lapin_914.JPG
image_2019-06-14_18-16-19.jpg,ground,316,452,344,495,image_2019-06-14_18-16-19_ground_915.JPG
image_2019-06-14_18-16-36.jpg,lapin,963,356,994,385,image_2019-06-14_18-16-36_lapin_916.JPG
image_2019-06-14_18-16-36.jpg,ground,996,354,1027,383,image_2019-06-14_18-16-36_ground_917.JPG
image_2019-06-14_18-16-52.jpg,lapin,956,348,980,374,image_2019-06-14_18-16-52_lapin_918.JPG
image_2019-06-14_18-16-52.jpg,ground,982,346,1006,372,image_2019-06-14_18-16-52_ground_919.JPG
image_2019-06-14_18-16-52.jpg,corneille,524,320,538,334,image_2019-06-14_18-16-52_corneille_920.JPG
image_2019-06-14_18-16-52.jpg,ground,509,318,523,332,image_2019-06-14_18-16-52_ground_921.JPG
image_2019-06-14_18-16-52.jpg,corneille,764,293,778,307,image_2019-06-14_18-16-52_corneille_922.JPG
image_2019-06-14_18-16-52.jpg,ground,748,291,762,305,image_2019-06-14_18-16-52_ground_923.JPG
image_2019-06-14_18-17-09.jpg,corneille,508,333,522,349,image_2019-06-14_18-17-09_corneille_924.JPG
image_2019-06-14_18-17-09.jpg,ground,492,331,506,347,image_2019-06-14_18-17-09_ground_925.JPG
image_2019-06-14_18-17-09.jpg,corneille,868,282,884,297,image_2019-06-14_18-17-09_corneille_926.JPG
image_2019-06-14_18-17-09.jpg,ground,850,280,866,295,image_2019-06-14_18-17-09_ground_927.JPG
image_2019-06-14_18-17-09.jpg,corneille,589,305,598,316,image_2019-06-14_18-17-09_corneille_928.JPG
image_2019-06-14_18-17-09.jpg,ground,578,303,587,314,image_2019-06-14_18-17-09_ground_929.JPG
image_2019-06-14_18-17-09.jpg,corneille,607,301,617,310,image_2019-06-14_18-17-09_corneille_930.JPG
image_2019-06-14_18-17-09.jpg,ground,619,299,629,308,image_2019-06-14_18-17-09_ground_931.JPG
image_2019-06-14_18-17-26.jpg,lapin,723,298,743,318,image_2019-06-14_18-17-26_lapin_932.JPG
image_2019-06-14_18-17-26.jpg,ground,744,296,764,316,image_2019-06-14_18-17-26_ground_933.JPG
image_2019-06-14_18-17-26.jpg,corneille,908,272,918,285,image_2019-06-14_18-17-26_corneille_934.JPG
image_2019-06-14_18-17-26.jpg,ground,896,270,906,283,image_2019-06-14_18-17-26_ground_935.JPG
image_2019-06-14_18-17-26.jpg,corneille,497,345,510,356,image_2019-06-14_18-17-26_corneille_936.JPG
image_2019-06-14_18-17-26.jpg,ground,483,343,496,354,image_2019-06-14_18-17-26_ground_937.JPG
image_2019-06-14_18-17-26.jpg,corneille,580,306,591,317,image_2019-06-14_18-17-26_corneille_938.JPG
image_2019-06-14_18-17-26.jpg,ground,567,304,578,315,image_2019-06-14_18-17-26_ground_939.JPG
image_2019-06-14_18-17-26.jpg,corneille,618,300,629,310,image_2019-06-14_18-17-26_corneille_940.JPG
image_2019-06-14_18-17-26.jpg,ground,631,298,642,308,image_2019-06-14_18-17-26_ground_941.JPG
image_2019-06-14_18-17-42.jpg,lapin,737,291,752,306,image_2019-06-14_18-17-42_lapin_942.JPG
image_2019-06-14_18-17-42.jpg,ground,754,289,769,304,image_2019-06-14_18-17-42_ground_943.JPG
image_2019-06-14_18-17-42.jpg,corneille,930,263,936,273,image_2019-06-14_18-17-42_corneille_944.JPG
image_2019-06-14_18-17-42.jpg,ground,922,261,928,271,image_2019-06-14_18-17-42_ground_945.JPG
image_2019-06-14_18-17-42.jpg,corneille,499,347,506,364,image_2019-06-14_18-17-42_corneille_946.JPG
image_2019-06-14_18-17-42.jpg,ground,489,345,496,362,image_2019-06-14_18-17-42_ground_947.JPG
